::1 - - [21/Jul/2017:01:58:35 +0000] "GET /__webpack_hmr HTTP/1.1" 200 - "http://localhost:8082/" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1"
::1 - - [21/Jul/2017:01:58:35 +0000] "GET /app.js HTTP/1.1" 304 - "http://localhost:8082/" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1"
::1 - - [21/Jul/2017:01:58:37 +0000] "GET / HTTP/1.1" 304 - "http://localhost:8082/" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1"
::1 - - [21/Jul/2017:01:58:37 +0000] "GET /__webpack_hmr HTTP/1.1" 200 - "http://localhost:8082/" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1"
::1 - - [21/Jul/2017:01:58:37 +0000] "GET /app.js HTTP/1.1" 304 - "http://localhost:8082/" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1"
::1 - - [21/Jul/2017:01:58:38 +0000] "GET / HTTP/1.1" 304 - "http://localhost:8082/" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1"
::1 - - [21/Jul/2017:01:58:38 +0000] "GET /__webpack_hmr HTTP/1.1" 200 - "http://localhost:8082/" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1"
::1 - - [21/Jul/2017:01:58:38 +0000] "GET /app.js HTTP/1.1" 304 - "http://localhost:8082/" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1"
::1 - - [21/Jul/2017:01:58:57 +0000] "GET / HTTP/1.1" 304 - "http://localhost:8082/" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1"
::1 - - [21/Jul/2017:01:58:57 +0000] "GET /__webpack_hmr HTTP/1.1" 200 - "http://localhost:8082/" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1"
::1 - - [21/Jul/2017:01:58:57 +0000] "GET /app.js HTTP/1.1" 304 - "http://localhost:8082/" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1"
